family,engine,K,T,grads,rep,contract_ratio,contract_ratio_dbl,dbl_pass,theta_err,theta_err_norm,accept
dwell2,grid,128,2,False,3,0.014550642149161814,0.014550642149076327,True,0.00010924628291957693,0.00010734965810899328,0.891
dwell2,grid,128,2,True,3,0.007451246306313844,0.007451246306312957,True,2.607832935236985e-05,2.574155989410882e-05,0.891
dwell2,grid,128,2,False,4,0.01591293597082983,0.01591293597077089,True,0.00015332661869594077,0.0001677710811876092,0.922
dwell2,grid,128,2,True,4,0.006742559714142329,0.006742559714142265,True,2.538526164862391e-05,2.848978126014986e-05,0.922
dwell2,grid,128,2,False,5,0.018849912419383115,0.01884991241923193,True,0.00017506175762124296,0.00020369548032712502,0.914
dwell2,grid,128,2,True,5,0.008473007979918398,0.008473007979918259,True,2.8351706692371654e-05,3.2421639496194436e-05,0.914
dwell2,grid,128,5,False,0,0.037732221567216465,0.03773222155753293,True,0.0005424960332996628,0.0006579401345617781,0.922
dwell2,grid,128,5,True,0,0.015395220924471506,0.015395220923714585,True,6.611619936961698e-05,7.992681996322356e-05,0.922
dwell2,grid,128,5,False,1,0.014791280915061596,0.014791280915023082,True,0.00013587048561789747,0.00015934886831785134,0.969
dwell2,grid,128,5,True,1,0.007758971823571385,0.007758971823571076,True,3.112147875044294e-05,3.7120450481631656e-05,0.969
dwell2,grid,128,5,False,2,0.00783702678237423,0.00783702678237416,True,3.102739871441562e-05,3.308569447099046e-05,0.953
dwell2,grid,128,5,True,2,0.00525314744864562,0.005253147448645585,True,1.2002149050743037e-05,1.3416717888409353e-05,0.953
dwell2,grid,128,5,False,3,0.09473033012045043,0.09439071805864438,True,0.042456221001507304,0.04905145540400728,0.625
dwell2,grid,128,5,True,3,0.033692941377202835,0.033688351894781546,True,0.00025817078128330016,0.0003108855285583583,0.625
dwell2,grid,128,5,False,4,0.010099362385385585,0.010099362385384883,True,5.430624933407323e-05,5.62256239653795e-05,0.906
dwell2,grid,128,5,True,4,0.005222709236309448,0.0052227092363093825,True,1.147373831133545e-05,1.1265175018765625e-05,0.906
dwell2,grid,128,5,False,5,0.026632822657591988,0.026632822656699265,True,0.00025049473546846275,0.00028879065413493023,0.867
dwell2,grid,128,5,True,5,0.012742304981283568,0.012742304981280237,True,5.033045441983386e-05,5.748775604106287e-05,0.867
dwell2,grid,512,1,False,0,0.004814635086738627,0.004814635086738572,True,2.2571647309264144e-05,2.213564019881754e-05,0.953
dwell2,grid,512,1,True,0,0.002082087484387374,0.0020820874843873434,True,3.0961469715452344e-06,3.1481913567293705e-06,0.953
dwell2,grid,512,1,False,1,0.042329908571173115,0.04232990856384328,True,0.000537916422066629,0.0006393706227856237,0.254
dwell2,grid,512,1,True,1,0.014929660908132275,0.014929660907987474,True,5.4828861296031604e-05,6.581892434303222e-05,0.254
dwell2,grid,512,1,False,2,0.28455006534048655,0.284433621248158,True,0.01709416122605033,0.02090906967184726,0.594
dwell2,grid,512,1,True,2,0.03321280934674935,0.033212809115661227,True,0.00018332970995640492,0.00022430280518317337,0.594
dwell2,grid,512,1,False,3,0.05286355992911185,0.05286320710892211,True,0.0009102579190854367,0.001068174711042147,0.463
dwell2,grid,512,1,True,3,0.011648559017486633,0.01164855901747615,True,3.53782483663148e-05,4.1886139114550674e-05,0.463
dwell2,grid,512,1,False,4,0.005370798531160308,0.00537079853116026,True,1.1256990840893385e-05,1.3212869401627132e-05,0.949
dwell2,grid,512,1,True,4,0.0026303744959902,0.0026303744959901673,True,2.4556453920941936e-06,2.7960009166560007e-06,0.949
dwell2,grid,512,1,False,5,0.011816239859930154,0.011816239859923871,True,0.00013672698671764167,0.00014048417694641522,0.943
dwell2,grid,512,1,True,5,0.0032461147649752676,0.003246114764975246,True,8.335179274067209e-06,9.005630132023029e-06,0.943
